title,audience_score,type,genre,runtime,year,mpaa_rating,studio,imdb_num_votes,critics_score,critics_rating,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,audience_rating,director,actor1,actor2,actor3,actor4,actor5,imdb_url,rt_url,imdb_id
Wayne's World,85,Feature Film,Comedy,94,1992,PG-13,Paramount Pictures,107198,85,Certified Fresh,no,no,no,no,no,no,Upright,Penelope Spheeris,Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,Brian Doyle-Murray,http://www.imdb.com/title/tt0105793/,http://www.rottentomatoes.com/m/waynes_world/,105793
The Last Horror Movie,58,Feature Film,Drama,80,2003,R,Bedford Entertainment,3232,56,Rotten,no,no,no,no,no,no,Spilled,Julian Richards,Kevin Howarth,Mark Stevenson,Antonia Beamish,Jim Bywater,Christabel Muir,http://www.imdb.com/title/tt0319728/,http://www.rottentomatoes.com/m/the_last_horror_movie/,319728
Star Trek V: The Final Frontier,24,Feature Film,Action & Adventure,107,1989,PG,Paramount Pictures,40807,21,Rotten,no,no,no,no,no,no,Spilled,William Shatner,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Walter Koenig,http://www.imdb.com/title/tt0098382/,http://www.rottentomatoes.com/m/star_trek_v_the_final_frontier/,98382
Quills,83,Feature Film,Drama,124,2000,R,20th Century Fox,43250,75,Certified Fresh,no,no,yes,yes,no,no,Upright,Philip Kaufman,Geoffrey Rush,Kate Winslet,Joaquin Phoenix,Michael Caine,Billie Whitelaw,http://www.imdb.com/title/tt0180073/,http://www.rottentomatoes.com/m/quills/,180073
Brainstorm,56,Feature Film,Mystery & Suspense,106,1983,PG,MGM Home Entertainment,8220,63,Fresh,no,no,yes,yes,no,no,Spilled,Douglass Trumbull,Natalie Wood,Christopher Walken,Louise Fletcher,Cliff Robertson,Georgianne Walken,http://www.imdb.com/title/tt0085271/,http://www.rottentomatoes.com/m/1003017-brainstorm/,85271
Cop Out,39,Feature Film,Comedy,107,2010,R,Warner Bros. Pictures,72770,19,Rotten,no,no,no,no,no,no,Spilled,Kevin Smith,Bruce Willis,Tracy Morgan,Adam Brody,Kevin Pollak,Seann William Scott,http://www.imdb.com/title/tt1385867/,http://www.rottentomatoes.com/m/cop_out/,1385867
Bronco Billy,48,Feature Film,Comedy,116,1980,PG,Warner Bros. Pictures,7866,82,Fresh,no,no,no,no,yes,no,Spilled,Clint Eastwood,Clint Eastwood,Sondra Locke,Geoffrey Lewis,Scatman Crothers,Sam Bottoms,http://www.imdb.com/title/tt0080472/,http://www.rottentomatoes.com/m/bronco_billy/,80472
Postcards from the Edge,66,Feature Film,Drama,101,1990,R,Columbia Pictures Corporation,10559,90,Fresh,no,no,yes,yes,yes,no,Upright,Mike Nichols,Meryl Streep,Shirley MacLaine,Dennis Quaid,Gene Hackman,Richard Dreyfuss,http://www.imdb.com/title/tt0100395/,http://www.rottentomatoes.com/m/postcards_from_the_edge/,100395
Absolute Beginners,38,Feature Film,Drama,108,1986,PG-13,HBO Video,2246,75,Fresh,no,no,no,no,no,no,Spilled,Julien Temple,David Bowie,Ray Davies,Sade,Eddie O'Connell,Patsy Kensit,http://www.imdb.com/title/tt0090585/,http://www.rottentomatoes.com/m/absolute_beginners/,90585
Dancer in the Dark,91,Feature Film,Other,140,2000,R,Fine Line Features,75009,68,Fresh,no,no,no,no,no,no,Upright,Lars von Trier,Bjork,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,http://www.imdb.com/title/tt0168629/,http://www.rottentomatoes.com/m/dancer_in_the_dark/,168629
Battle Beyond the Stars,42,Feature Film,Science Fiction & Fantasy,104,1980,PG,New World Pictures,5221,45,Rotten,no,no,no,no,no,no,Spilled,Darlanne Fluegel,Richard Thomas,Robert Vaughn,John Saxon,Darlanne Fluegel,George Peppard,http://www.imdb.com/title/tt0080421/,http://www.rottentomatoes.com/m/battle_beyond_the_stars/,80421
Margin Call,74,Feature Film,Mystery & Suspense,107,2011,R,Roadside Attractions,86364,88,Certified Fresh,no,no,yes,no,no,no,Upright,J.C. Chandor,Kevin Spacey,Paul Bettany,Jeremy Irons,Zachary Quinto,Penn Badgley,http://www.imdb.com/title/tt1615147/,http://www.rottentomatoes.com/m/margin_call/,1615147
The Yards,52,Feature Film,Drama,115,2000,R,Miramax Films,15523,64,Fresh,no,no,no,yes,no,no,Spilled,James Gray,Mark Wahlberg,Joaquin Phoenix,Charlize Theron,James Caan,Ellen Burstyn,http://www.imdb.com/title/tt0138946/,http://www.rottentomatoes.com/m/yards/,138946
Jack Reacher,67,Feature Film,Mystery & Suspense,130,2012,PG-13,Paramount Pictures,210864,62,Fresh,no,no,no,no,no,no,Upright,Christopher McQuarrie,Tom Cruise,Rosamund Pike,Richard Jenkins,David Oyelowo,Werner Herzog,http://www.imdb.com/title/tt0790724/,http://www.rottentomatoes.com/m/jack_reacher/,790724
The Omega Code,30,Feature Film,Drama,100,1999,PG-13,Providence Entertainment,4659,8,Rotten,no,no,no,no,no,no,Spilled,Rob Marcarelli,Casper Van Dien,Michael York,Catherine Oxenberg,Michael Ironside,Jan Triska,http://www.imdb.com/title/tt0203408/,http://www.rottentomatoes.com/m/omega_code/,203408
Hereafter,38,Feature Film,Mystery & Suspense,129,2010,PG-13,Warner Bros. Pictures,77670,46,Rotten,no,no,no,no,yes,no,Spilled,Clint Eastwood,Matt Damon,Bryce Dallas Howard,Jay Mohr,Richard Kind,Frankie McLaren,http://www.imdb.com/title/tt1212419/,http://www.rottentomatoes.com/m/hereafter/,1212419
Marilyn Hotchkiss' Ballroom Dancing & Charm School,60,Feature Film,Drama,103,2005,PG-13,Samuel Goldwyn Films,2203,22,Rotten,no,no,no,no,no,no,Upright,Randall Miller,Robert Carlyle,Marisa Tomei,Mary Steenburgen,Sean Astin,Donnie Wahlberg,http://www.imdb.com/title/tt0409034/,http://www.rottentomatoes.com/m/marilyn_hotchkiss_ballroom_dancing_and_charm_school/,409034
Jonas Brothers: The 3D Concert Experience,76,Documentary,Other,76,2009,G,IMAX/Walt Disney Pictures,17116,24,Rotten,no,no,no,no,no,no,Upright,Bruce Hendricks,Joe Jonas,Paul Kevin Jonas,Nick Jonas,Jonas Brothers,Demi Lovato,http://www.imdb.com/title/tt1229827/,http://www.rottentomatoes.com/m/jonas_brothers_3d/,1229827
Waxwork II: Lost in Time,33,Feature Film,Action & Adventure,104,1992,R,Electric Pictures,2900,20,Rotten,no,no,no,no,no,no,Spilled,Anthony Hickox,Zach Galligan,Monika Schnarre,Sophie Ward,Alexander Godunov,Bruce Campbell,http://www.imdb.com/title/tt0105792/,http://www.rottentomatoes.com/m/waxwork-ii-lost-in-time/,105792
Almost Heroes,65,Feature Film,Drama,90,1998,PG-13,Warner Home Video,12695,8,Rotten,no,no,no,no,no,no,Upright,Christopher Guest,Chris Farley,Matthew Perry,Eugene Levy,Kevin Dunn,Lisa Barbuscia,http://www.imdb.com/title/tt0119053/,http://www.rottentomatoes.com/m/almost_heroes/,119053
Brokedown Palace,67,Feature Film,Mystery & Suspense,100,1999,PG-13,Twentieth Century Fox Home Entertainment,18102,31,Rotten,no,no,no,no,no,no,Upright,Jonathan Kaplan,Claire Danes,Kate Beckinsale,Bill Pullman,Daniel Lapaine,Jacqueline Kim,http://www.imdb.com/title/tt0120620/,http://www.rottentomatoes.com/m/brokedown_palace/,120620
The Marquise of O,78,Feature Film,Art House & International,102,1976,PG,New Line Cinema,1461,88,Fresh,no,no,no,no,no,no,Upright,Eric Rohmer,Edith Clever,Peter Luhr,Bruno Ganz,Edda Seippel,Bernard Freyd,http://www.imdb.com/title/tt0074870/,http://www.rottentomatoes.com/m/marquise_of_o/,74870
The Butcher Boy,82,Feature Film,Drama,110,1997,R,Warner Bros.,7714,78,Certified Fresh,no,no,no,no,no,no,Upright,Neil Jordan,Eamonn Owens,Aisling O'Sullivan,Fiona Shaw,Alan Boyle,Sinead O'Connor,http://www.imdb.com/title/tt0118804/,http://www.rottentomatoes.com/m/butcher_boy/,118804
The Girlfriend Experience,35,Feature Film,Drama,77,2009,R,Magnolia Pictures,13093,66,Fresh,no,no,no,no,yes,no,Spilled,Steven Soderbergh,Sasha Grey,Chris Santos,Philip Eytan,Peter Zizzo,Timothy Davis,http://www.imdb.com/title/tt1103982/,http://www.rottentomatoes.com/m/girlfriend_experience/,1103982
Red Riding Hood,39,Feature Film,Horror,100,2011,PG-13,Warner Bros.,85220,10,Rotten,no,no,no,no,no,no,Spilled,Catherine Hardwicke,Amanda Seyfried,Gary Oldman,Billy Burke,Shiloh Fernandez,Max Irons,http://www.imdb.com/title/tt1486185/,http://www.rottentomatoes.com/m/girl_with_the_red_riding_hood/,1486185
Feed,45,Feature Film,Drama,101,2005,Unrated,Becker Films,4678,40,Rotten,no,no,no,no,no,no,Spilled,Brett Leonard,Patrick Thompson,Alex O'Lachlan,Alex O'Loughlin,Gabby Millgate,Jack Thompson,http://www.imdb.com/title/tt0445965/,http://www.rottentomatoes.com/m/10006752-feed/,445965
Safe,76,Feature Film,Mystery & Suspense,119,1995,R,Sony Pictures Home Entertainment,7636,85,Certified Fresh,no,no,no,yes,no,no,Upright,Todd Haynes,Julianne Moore,Peter Friedman,Xander Berkeley,Susan Norman,Kate McGregor-Stewart,http://www.imdb.com/title/tt0114323/,http://www.rottentomatoes.com/m/safe/,114323
The Stunt Man,75,Feature Film,Drama,131,1980,R,20th Century Fox Film Corp.,6643,89,Fresh,no,no,no,no,no,no,Upright,Richard Rush,Peter O'Toole,Steve Railsback,Barbara Hershey,Allen Garfield,Alex Rocco,http://www.imdb.com/title/tt0081568/,http://www.rottentomatoes.com/m/stunt_man/,81568
Vampire Hunter D: Bloodlust,86,Feature Film,Action & Adventure,103,2000,R,Urban Vision Entertainment,21891,72,Fresh,no,no,no,no,no,no,Upright,Yoshiaki Kawajiri,Wendee Lee,Andrew Philpot,Pamela Segall,Toshihiko Seki,Megumi Hayashibara,http://www.imdb.com/title/tt0216651/,http://www.rottentomatoes.com/m/vampire_hunter_d_bloodlust/,216651
Billy Elliot,89,Feature Film,Drama,110,2000,R,NCM Fathom,92915,85,Certified Fresh,no,no,no,no,no,no,Upright,Stephen Daldry,Jamie Bell,Julie Walters,Jamie Draven,Gary Lewis,Jean Heywood,http://www.imdb.com/title/tt0249462/,http://www.rottentomatoes.com/m/billy_elliot/,249462
Blood: The Last Vampire,33,Feature Film,Action & Adventure,91,2009,R,Samuel Goldwyn Films,12917,22,Rotten,no,no,no,no,no,no,Spilled,Chris Nahon,Gianna Jun,Koyuki,Michael Byrne,Colin Salmon,Allison Miller,http://www.imdb.com/title/tt0806027/,http://www.rottentomatoes.com/m/10011388-blood_the_last_vampire/,806027
Up in Smoke,83,Feature Film,Action & Adventure,86,1978,R,Paramount Pictures,27212,38,Rotten,no,no,no,no,no,no,Upright,Lou Adler,Cheech Marin,Tommy Chong,Stacy Keach,Strother Martin,Zane Buzby,http://www.imdb.com/title/tt0078446/,http://www.rottentomatoes.com/m/up-in-smoke/,78446
London to Brighton,75,Feature Film,Mystery & Suspense,85,2006,R,Outsider Films,7148,67,Fresh,no,no,no,no,no,no,Upright,Paul Andrew Williams,Lorraine Stanley,Georgia Groome,Johnny Harris,Nathan Constance,Sam Spruell,http://www.imdb.com/title/tt0490166/,http://www.rottentomatoes.com/m/london_to_brighton/,490166
Wild Bill: Hollywood Maverick,28,Documentary,Other,95,1995,R,MGM Home Entertainment,165,41,Rotten,no,no,yes,no,no,no,Spilled,Walter Hill,Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane,David Arquette,http://www.imdb.com/title/tt0114939/,http://www.rottentomatoes.com/m/wild_bill/,114939
The Octagon,31,Feature Film,Action & Adventure,103,1980,R,Media Home Entertainment,3526,33,Rotten,no,no,no,no,no,no,Spilled,Eric Karson,Chuck Norris,Karen Carlson,Lee Van Cleef,Art Hindle,Richard Norton,http://www.imdb.com/title/tt0081259/,http://www.rottentomatoes.com/m/octagon/,81259
Carnosaur,24,Feature Film,Horror,83,1993,R,Concorde/New Horizons Home Video,2920,11,Rotten,no,no,no,no,no,no,Spilled,Adam Simon,Diane Ladd,Raphael Sbarge,Jennifer Runyon,David Rupel,Raphael Searge,http://www.imdb.com/title/tt0106521/,http://www.rottentomatoes.com/m/carnosaur/,106521
The House Bunny,50,Feature Film,Comedy,97,2008,PG-13,Sony Pictures/Columbia,60454,42,Rotten,no,no,no,no,no,no,Spilled,Fred Wolf (II),Anna Faris,Colin Hanks,Emma Stone,Kat Dennings,Beverly D'Angelo,http://www.imdb.com/title/tt0852713/,http://www.rottentomatoes.com/m/house_bunny/,852713
Lottery Ticket,44,Feature Film,Comedy,99,2010,PG-13,Warner Bros. Pictures,7595,34,Rotten,no,no,no,no,no,no,Spilled,Erik White,Bow Wow,Brandon T. Jackson,Naturi Naughton,Loretta Devine,Ice Cube,http://www.imdb.com/title/tt0979434/,http://www.rottentomatoes.com/m/10012039-lottery_ticket/,979434
The Manson Family,48,Feature Film,Documentary,95,2003,R,Blue Underground,2600,68,Fresh,no,no,no,no,no,no,Spilled,Jim Van Bebber,Marcelo Games,Marc Pitman,Leslie Orr,Maureen Allisse,Marueen Allisse,http://www.imdb.com/title/tt0118840/,http://www.rottentomatoes.com/m/manson_family/,118840
Dirty Dancing,90,Feature Film,Drama,100,1987,PG-13,Vestron Pictures,131304,72,Fresh,no,no,no,no,no,no,Upright,Emile Ardolino,Jennifer Grey,Patrick Swayze,Jerry Orbach,Cynthia Rhodes,Jack Weston,http://www.imdb.com/title/tt0092890/,http://www.rottentomatoes.com/m/dirty_dancing/,92890
Frankie and Johnny,68,Feature Film,Drama,118,1991,R,Paramount Home Video,21371,78,Fresh,no,no,yes,no,no,no,Upright,Garry Marshall,Al Pacino,Michelle Pfeiffer,Hector Elizondo,Nathan Lane,Kate Nelligan,http://www.imdb.com/title/tt0101912/,http://www.rottentomatoes.com/m/1037161-frankie_and_johnny/,101912
The Debt,66,Feature Film,Mystery & Suspense,113,2010,R,Focus Features,53690,76,Certified Fresh,no,no,no,yes,no,no,Upright,John Madden,Helen Mirren,Sam Worthington,Jessica Chastain,Jesper Christensen,Marton Csokas,http://www.imdb.com/title/tt1226753/,http://www.rottentomatoes.com/m/1211195-debt/,1226753
A Little Night Music,26,Feature Film,Other,124,1977,PG,S&T-Film Berlin,540,11,Rotten,no,no,no,yes,no,no,Spilled,Mark Brokaw,Elizabeth Taylor,Diana Rigg,Len Cariou,Lesley-Anne Down,Hermione Gingold,http://www.imdb.com/title/tt0076319/,http://www.rottentomatoes.com/m/little_night_music/,76319
Frequently Asked Questions About Time Travel,60,Feature Film,Science Fiction & Fantasy,83,2009,PG-13,Picturehouse,24909,40,Rotten,no,no,no,no,no,no,Upright,Gareth Carrivick,Chris O'Dowd,John Snowden,Marc Wootton,Dean Lennox Kelly,Marc Wootan,http://www.imdb.com/title/tt0910554/,http://www.rottentomatoes.com/m/frequently_asked_questions_about_time_travel/,910554
The Arbor,76,Documentary,Documentary,94,2010,Unrated,Strand Releasing,1242,96,Certified Fresh,no,no,no,no,no,no,Upright,Clio Barnard,Manjinder Virk,Christine Bottomley,Manjinder Virk,Neil Dudgeon,Monica Dolan,http://www.imdb.com/title/tt1623008/,http://www.rottentomatoes.com/m/the_arbor_2010/,1623008
Fair Game,65,Feature Film,Drama,108,2010,PG-13,Summit Entertainment,36747,79,Certified Fresh,no,no,yes,no,no,no,Upright,Doug Liman,Naomi Watts,Sean Penn,Bruce McGill,Michael Kelly,Ty Burrell,http://www.imdb.com/title/tt0977855/,http://www.rottentomatoes.com/m/fair-game-2010/,977855
D3: The Mighty Ducks,45,Feature Film,Comedy,104,1996,PG,Buena Vista Pictures,17944,20,Rotten,no,no,no,no,no,no,Spilled,Robert Lieberman,Emilio Estevez,Matt Doherty,Jeffrey Nordling,Margot Finley,Joshua Jackson,http://www.imdb.com/title/tt0116000/,http://www.rottentomatoes.com/m/d3_the_mighty_ducks/,116000
Oldboy,94,Feature Film,Mystery & Suspense,120,2003,R,Tartan Films,323884,80,Certified Fresh,no,no,no,no,no,no,Upright,Park Chan-wook,Min-sik Choi,Gang Hye-jeong,Yoo Ji-tae,Choe Min-sik,Gang Hye-jung,http://www.imdb.com/title/tt0364569/,http://www.rottentomatoes.com/m/oldboy/,364569
Forever Young,53,Feature Film,Drama,102,1992,PG,Warner Home Video,34480,53,Rotten,no,no,no,no,no,no,Spilled,Steve Miner,Mel Gibson,Jamie Lee Curtis,Elijah Wood,Isabel Glasser,George Wendt,http://www.imdb.com/title/tt0104291/,http://www.rottentomatoes.com/m/1041862-forever_young/,104291
The Story of Adele H,81,Feature Film,Art House & International,96,1975,PG,United Artists,5319,94,Fresh,no,no,no,no,no,no,Upright,Francois Truffaut,Isabelle Adjani,Sylvia Marriott,Bruce Robinson,Sylvia Marriott,Reuben Dorey,http://www.imdb.com/title/tt0073114/,http://www.rottentomatoes.com/m/the_story_of_adele_h/,73114
Holes,76,Feature Film,Action & Adventure,117,2003,PG,Buena Vista Pictures,53955,77,Certified Fresh,no,no,yes,no,no,no,Upright,Andrew Davis,Shia LaBeouf,Sigourney Weaver,Jon Voight,Tim Blake Nelson,Khleo Thomas,http://www.imdb.com/title/tt0311289/,http://www.rottentomatoes.com/m/holes/,311289
A Shock to the System,64,Feature Film,Drama,88,1990,R,HBO Video,2966,77,Fresh,no,no,no,no,no,no,Upright,Jan Egleson,Michael Caine,Elizabeth McGovern,Peter Riegert,Swoosie Kurtz,Will Patton,http://www.imdb.com/title/tt0100602/,http://www.rottentomatoes.com/m/1018862-shock_to_the_system/,100602
Silver Linings Playbook,86,Feature Film,Comedy,122,2012,R,The Weinstein Company,493602,92,Certified Fresh,yes,no,yes,yes,no,no,Upright,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver,Chris Tucker,http://www.imdb.com/title/tt1045658/,http://www.rottentomatoes.com/m/silver_linings_playbook/,1045658
The Cutting Edge,77,Feature Film,Drama,101,1992,PG,MGM Home Entertainment,14733,60,Fresh,no,no,no,no,no,no,Upright,Paul Michael Glaser,Moira Kelly,D.B. Sweeney,Roy Dotrice,Terry O'Quinn,Dwier Brown,http://www.imdb.com/title/tt0104040/,http://www.rottentomatoes.com/m/1038990-cutting_edge/,104040
The Little Drummer Girl,62,Feature Film,Mystery & Suspense,130,1984,R,Warner Bros. Pictures,1481,67,Fresh,no,no,no,yes,yes,no,Upright,George Roy Hill,Diane Keaton,Yorgo Voyagis,Klaus Kinski,Sami Frey,David Suchet,http://www.imdb.com/title/tt0087629/,http://www.rottentomatoes.com/m/little_drummer_girl/,87629
Retreat,40,Feature Film,Mystery & Suspense,90,2011,R,Samuel Goldwyn Films,8694,73,Fresh,no,no,no,no,no,no,Spilled,Carl Tibbetts,Cillian Murphy,Thandie Newton,Jamie Bell,Jimmy Yuill,Marilyn Mantle,http://www.imdb.com/title/tt1410051/,http://www.rottentomatoes.com/m/retreat_2011/,1410051
Just Go with It,59,Feature Film,Comedy,117,2011,PG-13,Sony Pictures,161590,19,Rotten,no,no,no,yes,no,no,Spilled,Dennis Dugan,Adam Sandler,Jennifer Aniston,Nicole Kidman,Brooklyn Decker,Bailee Madison,http://www.imdb.com/title/tt1564367/,http://www.rottentomatoes.com/m/just_go_with_it_2010/,1564367
Dummy,74,Feature Film,Drama,91,2002,R,Shoreline Entertainment,5704,70,Fresh,no,no,yes,no,no,no,Upright,Greg Pritikin,Adrien Brody,Milla Jovovich,Illeana Douglas,Vera Farmiga,Jessica Walter,http://www.imdb.com/title/tt0246592/,http://www.rottentomatoes.com/m/1125540-dummy/,246592
Shark Tale,49,Feature Film,Action & Adventure,90,2004,PG,DreamWorks SKG,124180,35,Rotten,no,no,yes,no,no,no,Spilled,Angelina Jolie,Will Smith,Robert De Niro,Angelina Jolie,Jack Black,Martin Scorsese,http://www.imdb.com/title/tt0307453/,http://www.rottentomatoes.com/m/shark_tale/,307453
The Moth Diaries,22,Feature Film,Drama,82,2011,R,IFC Films,4960,15,Rotten,no,no,no,no,no,no,Spilled,Mary Harron,Lily Cole,Sarah Gadon,Sarah Bolger,Scott Speedman,Judy Parfitt,http://www.imdb.com/title/tt1407065/,http://www.rottentomatoes.com/m/the_moth_diaries/,1407065
Rabid Dogs,86,Feature Film,Drama,96,1974,Unrated,NA,2686,78,Fresh,no,no,no,no,no,no,Upright,Mario Bava,Riccardo Cucciolla,Lea Lander,Maurice Poli,George Eastman,Don Backy,http://www.imdb.com/title/tt0071275/,http://www.rottentomatoes.com/m/rabid_dogs/,71275
Price of Glory,76,Feature Film,Drama,118,2000,PG-13,New Line Home Entertainment,708,33,Rotten,no,no,no,no,no,no,Upright,Carlos Avila,Jimmy Smits,Jon Seda,Ernesto Hernandez,Maria Del Mar,Ron Perlman,http://www.imdb.com/title/tt0188160/,http://www.rottentomatoes.com/m/price_of_glory/,188160
Mannequin: On the Move,42,Feature Film,Drama,95,1991,PG,Live Home Video,4415,13,Rotten,no,no,no,no,no,no,Spilled,Stuart Raffill,Kristy Swanson,William Ragsdale,Meshach Taylor,Terry Kiser,Stuart Pankin,http://www.imdb.com/title/tt0102395/,http://www.rottentomatoes.com/m/mannequin_two_on_the_move/,102395
Marlene,97,Documentary,Documentary,94,1984,Unrated,Nelson Entertainment,581,100,Fresh,no,no,yes,no,no,no,Upright,Maximilian Schell,Marlene Dietrich,Maximilian Schell,Karel Dirka,Bernard Hall,Anni Albers,http://www.imdb.com/title/tt0085905/,http://www.rottentomatoes.com/m/marlene_1984/,85905
Max Keeble's Big Move,38,Feature Film,Comedy,86,2001,PG,Buena Vista Pictures,5507,29,Rotten,no,no,no,no,no,no,Spilled,Tim Hill (III),Alex D. Linz,Larry Miller,Jamie Kennedy,Zena Grey,Josh Peck,http://www.imdb.com/title/tt0273799/,http://www.rottentomatoes.com/m/max_keebles_big_move/,273799
Anita & Me,59,Feature Film,Drama,89,2002,Unrated,Icon Film Distribution Ltd.,1400,67,Fresh,no,no,no,no,no,no,Spilled,Metin Huseyin,Kabir Bedi,Max Beesley,Sanjeev Bhaskar,Anna Brewster,Kathy Burke,http://www.imdb.com/title/tt0303661/,http://www.rottentomatoes.com/m/1164675-anita_and_me/,303661
Corvette Summer,43,Feature Film,Drama,105,1978,PG,WARNER BROTHERS PICTURES,1953,57,Rotten,no,no,no,no,no,no,Spilled,Matthew Robbins,Mark Hamill,Annie Potts,Eugene Roche,Kim Milford,Richard McKenzie,http://www.imdb.com/title/tt0077372/,http://www.rottentomatoes.com/m/corvette_summer/,77372
The Garbage Pail Kids Movie,28,Feature Film,Action & Adventure,100,1987,PG,Atlantic,5556,0,Rotten,no,no,no,no,no,no,Spilled,Rod Amateau,Mackenzie Astin,Katie Barberi,Anthony Newley,Ron MacLachlan,Ron MacLachan,http://www.imdb.com/title/tt0093072/,http://www.rottentomatoes.com/m/garbage_pail_kids_movie/,93072
Winnie the Pooh,80,Feature Film,Other,63,2011,G,Walt Disney Pictures,14702,90,Certified Fresh,no,no,no,no,no,no,Upright,Don Hall,Jim Cummings,Craig Ferguson,Jack Boulter,Tom Kenny,Travis Oates,http://www.imdb.com/title/tt1449283/,http://www.rottentomatoes.com/m/winnie_the_pooh_2011/,1449283
Whatever Works,61,Feature Film,Comedy,92,2009,PG-13,Sony Pictures Classics,55596,49,Rotten,no,no,no,no,yes,no,Upright,Woody Allen,Larry David,Evan Rachel Wood,Ed Begley Jr.,Patricia Clarkson,Conleth Hill,http://www.imdb.com/title/tt1178663/,http://www.rottentomatoes.com/m/whatever_works/,1178663
The Adjuster,73,Feature Film,Drama,102,1991,R,Alliance Atlantis Communications,2497,73,Fresh,no,no,no,no,no,no,Upright,Atom Egoyan,Elias Koteas,Arsinee Khanjian,Maury Chaykin,Gabrielle Rose,Jennifer Dale,http://www.imdb.com/title/tt0101273/,http://www.rottentomatoes.com/m/adjuster/,101273
Dare,34,Feature Film,Drama,92,2009,R,Image Entertainment,3398,60,Fresh,no,no,no,no,no,no,Spilled,Adam Salky,Emmy Rossum,Zach Gilford,Ashley Springer,Ana Gasteyer,Alan Cumming,http://www.imdb.com/title/tt1241316/,http://www.rottentomatoes.com/m/dare/,1241316
Planet 51,39,Feature Film,Action & Adventure,91,2009,PG,Sony Pictures/TriStar Pictures,39290,21,Rotten,no,no,no,no,no,no,Spilled,Jorge Blanco,"Dwayne ""The Rock"" Johnson",Jessica Biel,Justin Long,Seann William Scott,Gary Oldman,http://www.imdb.com/title/tt0762125/,http://www.rottentomatoes.com/m/planet_51/,762125
A Serious Man,67,Feature Film,Drama,106,2009,R,Focus Features,95254,89,Certified Fresh,yes,no,no,no,no,no,Upright,Roger Deakins,Michael Stuhlbarg,Richard Kind,Fred Melamed,Sari Lennick,Amy Landecker,http://www.imdb.com/title/tt1019452/,http://www.rottentomatoes.com/m/a_serious_man/,1019452
The Spirit of the Beehive,90,Feature Film,Art House & International,97,1973,Unrated,Janus Films,11250,100,Fresh,no,no,no,no,no,no,Upright,Victor Erice,Fernando Fernan Gomez,Teresa Gimpera,Ana Torrent,Isabel Telleria,Miguel Picazo,http://www.imdb.com/title/tt0070040/,http://www.rottentomatoes.com/m/spirit_of_the_beehive/,70040
Orlando,82,Feature Film,Drama,94,1992,PG-13,Sony Pictures Classics,9206,83,Certified Fresh,no,no,no,no,no,no,Upright,Sally Potter,Tilda Swinton,Billy Zane,Lothaire Bluteau,John Wood,Charlotte Valandrey,http://www.imdb.com/title/tt0107756/,http://www.rottentomatoes.com/m/orlando/,107756
True Grit,85,Feature Film,Other,110,2010,PG-13,Paramount Pictures,225012,96,Certified Fresh,yes,no,yes,no,yes,no,Upright,Joel Coen,Hailee Steinfeld,Jeff Bridges,Matt Damon,Josh Brolin,Barry Pepper,http://www.imdb.com/title/tt1403865/,http://www.rottentomatoes.com/m/true-grit-2010/,1403865
Pirates of the Caribbean: On Stranger Tides,54,Feature Film,Action & Adventure,136,2011,PG-13,Walt Disney Pictures,340377,33,Rotten,no,no,yes,no,no,no,Spilled,Dariusz Wolski,Johnny Depp,Ian McShane,Geoffrey Rush,Kevin McNally,Sam Claflin,http://www.imdb.com/title/tt1298650/,http://www.rottentomatoes.com/m/pirates_of_the_caribbean_on_stranger_tides/,1298650
Son in Law,58,Feature Film,Comedy,95,1993,PG-13,Buena Vista,12420,22,Rotten,no,no,no,no,no,no,Spilled,Steve Rash,Pauly Shore,Carla Gugino,Lane Smith,Cindy Pickett,Mason Adams,http://www.imdb.com/title/tt0108186/,http://www.rottentomatoes.com/m/son_in_law_1993/,108186
ATL,86,Feature Film,Drama,105,2006,PG-13,Warner Bros.,8266,62,Fresh,no,no,no,no,no,no,Upright,Chris Robinson (IV),Tip 'T.I.' Harris,T.I.,Evan Ross,Lauren London,Mykelti Williamson,http://www.imdb.com/title/tt0466856/,http://www.rottentomatoes.com/m/atl/,466856
Chasing Ice,85,Documentary,Documentary,75,2012,PG-13,National Geographic,5402,96,Certified Fresh,no,no,no,no,no,no,Upright,Jeff Orlowski,James Balog,Adam LeWinter,Jeff Orlowski,Svavar Jonatansson,Louie Psihoyos,http://www.imdb.com/title/tt1579361/,http://www.rottentomatoes.com/m/chasing_ice_2012/,1579361
Weekend at Bernie's,57,Feature Film,Comedy,97,1989,PG-13,20th Century Fox,36472,52,Rotten,no,no,no,no,no,no,Spilled,Ted Kotcheff,Andrew McCarthy,Jonathan Silverman,Catherine Mary Stewart,Terry Kiser,Don Calfa,http://www.imdb.com/title/tt0098627/,http://www.rottentomatoes.com/m/weekend_at_bernies/,98627
